"MachineName";"Role";"Group";"UserName";"Disabled";"Password_Last_Time_Set";"SID";"Days";"UID_Label"
"deint321";"Standalone";"Guests";"Guest";"True";"01/25/2022 10:32:32";"S-1-5-21-3332552474-846073477-725346640-501";"1380";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint322";"Standalone";"Administrators";"Administrator";"False";"09/27/2025 18:40:54";"S-1-5-21-3332552474-846073477-725346640-500";"39";"SE/C///Built-in account for administering the computer/domain"
"deint322";"Standalone";"Administrators";"IBMAdmin";"False";"04/22/2024 15:21:45";"S-1-5-21-3332552474-846073477-725346640-1000";"562";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"deint322";"Standalone";"Guests";"Guest";"True";"01/25/2022 10:32:32";"S-1-5-21-3332552474-846073477-725346640-501";"1380";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint325";"Standalone";"Administrators";"Administrator";"False";"09/26/2025 16:19:01";"S-1-5-21-3332552474-846073477-725346640-500";"40";"SE/C///Built-in account for administering the computer/domain"
"deint325";"Standalone";"Administrators";"IBMAdmin";"False";"09/24/2024 13:26:12";"S-1-5-21-3332552474-846073477-725346640-1000";"407";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"deint325";"Standalone";"Guests";"Guest";"True";"01/25/2022 10:32:32";"S-1-5-21-3332552474-846073477-725346640-501";"1380";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint326";"Standalone";"Administrators";"Administrator";"False";"09/26/2025 16:19:58";"S-1-5-21-612362451-2108221500-1866556907-500";"40";"SE/C///Built-in account for administering the computer/domain"
"deint326";"Standalone";"Administrators";"ibmadmin";"False";"09/24/2024 13:22:58";"S-1-5-21-612362451-2108221500-1866556907-1000";"407";"846/F/*SESK08/Kyndryl/IBM owned local user with Administrator rights"
"deint326";"Standalone";"Guests";"Guest";"True";"02/02/2024 17:25:03";"S-1-5-21-612362451-2108221500-1866556907-501";"642";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint327";"Standalone";"Administrators";"Administrator";"False";"09/26/2025 16:16:43";"S-1-5-21-3332552474-846073477-725346640-500";"40";"SE/C///Built-in account for administering the computer/domain"
"deint327";"Standalone";"Administrators";"IBMAdmin";"False";"09/24/2024 13:26:12";"S-1-5-21-3332552474-846073477-725346640-1000";"407";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"deint327";"Standalone";"Guests";"Guest";"True";"01/25/2022 10:32:32";"S-1-5-21-3332552474-846073477-725346640-501";"1380";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint328";"Standalone";"Administrators";"Administrator";"False";"09/26/2025 16:17:45";"S-1-5-21-3332552474-846073477-725346640-500";"40";"SE/C///Built-in account for administering the computer/domain"
"deint328";"Standalone";"Administrators";"IBMAdmin";"False";"09/24/2024 13:26:12";"S-1-5-21-3332552474-846073477-725346640-1000";"407";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"deint328";"Standalone";"Guests";"Guest";"True";"01/25/2022 10:32:32";"S-1-5-21-3332552474-846073477-725346640-501";"1380";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint329";"Standalone";"Administrators";"Administrator";"False";"08/20/2024 18:52:31";"S-1-5-21-3332552474-846073477-725346640-500";"442";"SE/C///Built-in account for administering the computer/domain"
"deint329";"Standalone";"Administrators";"IBMAdmin";"False";"09/24/2024 13:26:12";"S-1-5-21-3332552474-846073477-725346640-1000";"407";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"deint329";"Standalone";"Guests";"Guest";"True";"01/25/2022 10:32:32";"S-1-5-21-3332552474-846073477-725346640-501";"1380";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint330";"Standalone";"Administrators";"Administrator";"False";"08/20/2024 18:52:31";"S-1-5-21-3332552474-846073477-725346640-500";"442";"SE/C///Built-in account for administering the computer/domain"
"deint330";"Standalone";"Administrators";"IBMAdmin";"False";"09/24/2024 13:26:12";"S-1-5-21-3332552474-846073477-725346640-1000";"407";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"deint330";"Standalone";"Guests";"Guest";"True";"01/25/2022 10:32:32";"S-1-5-21-3332552474-846073477-725346640-501";"1380";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint331";"Standalone";"Administrators";"Administrator";"False";"08/20/2024 18:52:31";"S-1-5-21-3332552474-846073477-725346640-500";"442";"SE/C///Built-in account for administering the computer/domain"
"deint331";"Standalone";"Administrators";"IBMAdmin";"False";"09/24/2024 13:26:12";"S-1-5-21-3332552474-846073477-725346640-1000";"407";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"deint331";"Standalone";"Guests";"Guest";"True";"01/25/2022 10:32:32";"S-1-5-21-3332552474-846073477-725346640-501";"1380";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint332";"Standalone";"Administrators";"Administrator";"False";"08/20/2024 18:52:31";"S-1-5-21-3332552474-846073477-725346640-500";"442";"SE/C///Built-in account for administering the computer/domain"
"deint332";"Standalone";"Administrators";"IBMAdmin";"False";"09/24/2024 13:26:12";"S-1-5-21-3332552474-846073477-725346640-1000";"407";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"deint332";"Standalone";"Guests";"Guest";"True";"01/25/2022 10:32:32";"S-1-5-21-3332552474-846073477-725346640-501";"1380";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint333";"Standalone";"Administrators";"Administrator";"False";"08/20/2024 18:52:31";"S-1-5-21-3332552474-846073477-725346640-500";"442";"SE/C///Built-in account for administering the computer/domain"
"deint333";"Standalone";"Administrators";"IBMAdmin";"False";"09/24/2024 13:26:12";"S-1-5-21-3332552474-846073477-725346640-1000";"407";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"deint333";"Standalone";"Guests";"Guest";"True";"01/25/2022 10:32:32";"S-1-5-21-3332552474-846073477-725346640-501";"1380";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint335";"Standalone";"Administrators";"Administrator";"False";"09/19/2025 13:54:45";"S-1-5-21-239787394-2443900228-693673071-500";"47";"SE/C///Built-in account for administering the computer/domain"
"deint335";"Standalone";"Administrators";"Ibmadmin";"False";"09/19/2025 14:19:42";"S-1-5-21-239787394-2443900228-693673071-1000";"47";"SE/F/*SESK08//IBM Owned local user Administrtaor rights"
"deint335";"Standalone";"Guests";"Guest";"True";"09/19/2025 14:22:04";"S-1-5-21-239787394-2443900228-693673071-501";"47";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint336";"Standalone";"Administrators";"Administrator";"False";"10/01/2025 16:28:00";"S-1-5-21-3332552474-846073477-725346640-500";"35";"SE/C///Built-in account for administering the computer/domain"
"deint336";"Standalone";"Administrators";"IBMAdmin";"False";"09/24/2024 13:26:12";"S-1-5-21-3332552474-846073477-725346640-1000";"407";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"deint336";"Standalone";"Guests";"Guest";"True";"01/25/2022 10:32:32";"S-1-5-21-3332552474-846073477-725346640-501";"1380";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint337";"Standalone";"Administrators";"Administrator";"False";"10/09/2025 07:44:44";"S-1-5-21-3332552474-846073477-725346640-500";"27";"SE/C///Built-in account for administering the computer/domain"
"deint337";"Standalone";"Administrators";"IBMAdmin";"False";"09/24/2024 13:26:12";"S-1-5-21-3332552474-846073477-725346640-1000";"407";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"deint337";"Standalone";"Guests";"Guest";"True";"01/25/2022 10:32:32";"S-1-5-21-3332552474-846073477-725346640-501";"1380";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint59";"Standalone";"Administrators";"Administrator";"False";"05/24/2016 15:27:00";"S-1-5-21-2948955445-38056018-2791647693-500";"3452";"SE/C///Built-in account for administering the computer/domain"
"deint59";"Standalone";"Administrators";"IBMAdmin";"False";"11/20/2016 19:52:17";"S-1-5-21-2948955445-38056018-2791647693-1001";"3272";"SE/F/*SESK08//IBM owned local user with Administrator rights"
"deint59";"Standalone";"Administrators";"SAPSUPPORT";"False";"04/25/2025 08:27:37";"S-1-5-21-2948955445-38056018-2791647693-1003";"194";"SE/C///SAPSUPPORT"
"deint59";"Standalone";"Guests";"Kyndryl_Guest";"True";"05/24/2016 15:28:18";"S-1-5-21-2948955445-38056018-2791647693-501";"3452";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint60";"Standalone";"Administrators";"Administrator";"False";"05/24/2016 16:34:25";"S-1-5-21-2110541712-29355956-3392345174-500";"3452";"SE/C///Built-in account for administering the computer/domain"
"deint60";"Standalone";"Administrators";"ewald";"False";"07/13/2016 07:11:45";"S-1-5-21-2110541712-29355956-3392345174-1002";"3402";"SE/C///"
"deint60";"Standalone";"Administrators";"IBMAdmin";"False";"11/20/2016 19:52:09";"S-1-5-21-2110541712-29355956-3392345174-1003";"3272";"SE/F/*SESK08//IBM owned local user with Administrator rights"
"deint60";"Standalone";"Administrators";"SVCGWI";"False";"06/21/2016 08:14:42";"S-1-5-21-2110541712-29355956-3392345174-1001";"3424";"SE/C///"
"deint60";"Standalone";"Guests";"Guest";"True";"05/24/2016 16:37:07";"S-1-5-21-2110541712-29355956-3392345174-501";"3452";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint62";"Standalone";"Administrators";"Administrator";"False";"09/26/2025 16:14:58";"S-1-5-21-737690929-3810378861-361762266-500";"40";"SE/C///Built-in account for administering the computer/domain"
"deint62";"Standalone";"Administrators";"IBMAdmin";"False";"11/15/2017 09:50:02";"S-1-5-21-737690929-3810378861-361762266-1006";"2912";"846/F/*SESK08/Kyndryl/IBM owned local user with Administrator rights"
"deint62";"Standalone";"Administrators";"sapservicep40";"False";"11/15/2023 12:06:43";"S-1-5-21-737690929-3810378861-361762266-1016";"721";""
"deint62";"Standalone";"Administrators";"sapservicep96";"False";"11/15/2023 13:29:32";"S-1-5-21-737690929-3810378861-361762266-1017";"721";""
"deint62";"Standalone";"Administrators";"SAPServiceQ96";"False";"06/24/2024 10:11:33";"S-1-5-21-737690929-3810378861-361762266-1018";"499";""
"deint62";"Standalone";"Guests";"Guest";"True";"06/30/2016 13:02:18";"S-1-5-21-737690929-3810378861-361762266-501";"3415";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"fidlns2";"Standalone";"Administrators";"Administrator";"False";"11/25/2022 12:38:56";"S-1-5-21-1525421904-3818638805-3105717015-500";"1076";"SE/C///Built-in account for administering the computer/domain"
"fidlns2";"Standalone";"Administrators";"IBMAdmin";"False";"12/19/2022 11:47:19";"S-1-5-21-1525421904-3818638805-3105717015-1000";"1052";"846/F/*SESK08/Kyndryl/IBM owned local user with Administrator rights"
"fidlns2";"Standalone";"Administrators";"PartnerManager";"False";"11/26/2022 17:56:23";"S-1-5-21-1525421904-3818638805-3105717015-1004";"1075";"SE/S/*SESK08//Partnermanager user"
"fidlns2";"Standalone";"Guests";"Guest";"True";"11/25/2022 11:51:22";"S-1-5-21-1525421904-3818638805-3105717015-501";"1076";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"fiint11";"Standalone";"Administrators";"Administrator";"False";"10/25/2016 10:44:36";"S-1-5-21-2906606420-3905107037-1322743484-500";"3298";"SE/C///Built-in account for administering the computer/domain"
"fiint11";"Standalone";"Administrators";"ibmadmin";"False";"04/20/2018 12:42:25";"S-1-5-21-2906606420-3905107037-1322743484-1002";"2756";"846/F/*SESK08/Kyndryl/IBM owned local user with Administrator rights"
"fiint11";"Standalone";"Guests";"Guest";"True";"08/22/2016 12:27:07";"S-1-5-21-2906606420-3905107037-1322743484-501";"3362";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frdnt54";"Standalone";"Administrators";"Administrator";"False";"02/26/2025 15:48:31";"S-1-5-21-695794898-1608291818-2319943587-500";"252";"SE/C///Built-in account for administering the computer/domain"
"frdnt54";"Standalone";"Administrators";"IBMAdmin";"False";"06/17/2022 15:37:09";"S-1-5-21-695794898-1608291818-2319943587-1000";"1237";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"frdnt54";"Standalone";"Administrators";"sysfrdnt54repo";"False";"01/15/2025 14:52:48";"S-1-5-21-695794898-1608291818-2319943587-1005";"294";"SE/S/*SESK22/kyndryl/Veeam is an operator ID to run script and generate report"
"frdnt54";"Standalone";"Administrators";"test";"False";"06/01/2025 11:57:33";"S-1-5-21-695794898-1608291818-2319943587-1006";"157";""
"frdnt54";"Standalone";"Guests";"Guest";"True";"04/29/2022 17:59:07";"S-1-5-21-695794898-1608291818-2319943587-501";"1286";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frdnt59";"Standalone";"Administrators";"Administrator";"False";"09/26/2025 13:57:39";"S-1-5-21-1159234674-1562608191-1394363901-500";"40";"SE/C///Built-in account for administering the computer/domain"
"frdnt59";"Standalone";"Administrators";"IBMAdmin";"False";"03/13/2025 13:17:29";"S-1-5-21-1159234674-1562608191-1394363901-1000";"237";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"frdnt59";"Standalone";"Administrators";"veeamFRCLkyndryl";"False";"01/15/2025 14:56:29";"S-1-5-21-1159234674-1562608191-1394363901-1004";"294";"SE/S/*SESK22//Built-in account for Veeam  access to the computer/domain"
"frdnt59";"Standalone";"Guests";"Guest";"True";"04/01/2022 14:27:49";"S-1-5-21-1159234674-1562608191-1394363901-501";"1314";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frdnt60";"Standalone";"Administrators";"Administrator";"False";"05/19/2022 16:41:00";"S-1-5-21-2565705897-2900507440-1080569061-500";"1266";"SE/C///Built-in account for administering the computer/domain"
"frdnt60";"Standalone";"Administrators";"IBMAdmin";"False";"08/12/2023 12:34:17";"S-1-5-21-2565705897-2900507440-1080569061-1000";"816";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"frdnt60";"Standalone";"Administrators";"sysFRDNT60repo";"False";"01/15/2025 14:59:44";"S-1-5-21-2565705897-2900507440-1080569061-1004";"294";"846/S/*SESK22/Kyndryl/Built-in account for Veeam access to the computer/domain"
"frdnt60";"Standalone";"Guests";"Guest";"True";"05/19/2022 19:10:26";"S-1-5-21-2565705897-2900507440-1080569061-501";"1266";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frint17";"Standalone";"Administrators";"Administrator";"False";"04/06/2017 13:23:56";"S-1-5-21-1489845212-1680735839-254453244-500";"3135";"SE/C///Built-in account for administering the computer/domain"
"frint17";"Standalone";"Administrators";"Cedric";"False";"06/10/2017 13:33:51";"S-1-5-21-1489845212-1680735839-254453244-1004";"3070";"SE/C///Cedric Local Admin"
"frint17";"Standalone";"Administrators";"Dokuport";"False";"06/10/2017 13:35:03";"S-1-5-21-1489845212-1680735839-254453244-1005";"3070";"SE/C///Etteplan user accout"
"frint17";"Standalone";"Administrators";"IBMAdmin";"False";"09/29/2023 18:59:54";"S-1-5-21-1489845212-1680735839-254453244-1002";"768";"SE/F/*SESK08//IBM Owned local user with Administrator rights"
"frint17";"Standalone";"Administrators";"LOCAL2081ADM";"False";"06/10/2017 13:45:46";"S-1-5-21-1489845212-1680735839-254453244-1008";"3070";"SE/C///LOCAL2081ADM"
"frint17";"Standalone";"Administrators";"qualios tempory";"False";"06/10/2017 13:52:25";"S-1-5-21-1489845212-1680735839-254453244-1009";"3070";"SE/C///"
"frint17";"Standalone";"Administrators";"testuser";"False";"04/05/2025 10:17:03";"S-1-5-21-1489845212-1680735839-254453244-1011";"214";""
"frint17";"Standalone";"Guests";"Guest";"True";"03/04/2017 16:55:53";"S-1-5-21-1489845212-1680735839-254453244-501";"3168";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frint34";"Standalone";"Administrators";"Administrator";"False";"12/07/2018 16:58:29";"S-1-5-21-598289358-73371832-4108639031-500";"2525";"SE/C///Built-in account for administering the computer/domain"
"frint34";"Standalone";"Administrators";"IBMAdmin";"False";"04/02/2018 16:32:03";"S-1-5-21-598289358-73371832-4108639031-1001";"2774";"SE/F/*SESK08//IBM Owned local user with Administrator rights"
"frint34";"Standalone";"Guests";"Guest";"True";"03/13/2018 12:51:44";"S-1-5-21-598289358-73371832-4108639031-501";"2794";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frint36";"Standalone";"Administrators";"Administrator";"False";"06/16/2018 19:38:55";"S-1-5-21-3527781619-484864289-2732339217-500";"2699";"SE/C///Built-in account for administering the computer/domain"
"frint36";"Standalone";"Administrators";"IBMAdmin";"False";"09/27/2025 10:22:15";"S-1-5-21-3527781619-484864289-2732339217-503";"39";"SE/F/*SESK08//IBM Owned local user with Administrator rights"
"frint36";"Standalone";"Administrators";"SoftingOPCUser";"False";"04/06/2021 09:36:19";"S-1-5-21-3527781619-484864289-2732339217-1001";"1674";"SE/C///Softing Administrative OPC System Account"
"frint36";"Standalone";"Guests";"Guest";"True";"04/02/2019 21:19:58";"S-1-5-21-3527781619-484864289-2732339217-501";"2409";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frint37";"Standalone";"Administrators";"Administrator";"False";"06/16/2018 19:38:55";"S-1-5-21-3527781619-484864289-2732339217-500";"2699";"SE/C///Built-in account for administering the computer/domain"
"frint37";"Standalone";"Administrators";"IBMAdmin";"False";"09/16/2023 07:14:36";"S-1-5-21-3527781619-484864289-2732339217-503";"781";"SE/F/*SESK08//IBM Owned local user with Administrator rights"
"frint37";"Standalone";"Guests";"Guest";"True";"04/01/2019 22:48:21";"S-1-5-21-3527781619-484864289-2732339217-501";"2409";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frint38";"Standalone";"Administrators";"Administrator";"False";"06/16/2018 19:38:55";"S-1-5-21-3527781619-484864289-2732339217-500";"2699";"SE/C///Built-in account for administering the computer/domain"
"frint38";"Standalone";"Administrators";"IBMAdmin";"False";"09/20/2025 13:10:34";"S-1-5-21-3527781619-484864289-2732339217-503";"46";"SE/F/*SESK08//IBM Owned local user with Administrator rights"
"frint38";"Standalone";"Guests";"Guest";"True";"08/27/2019 19:13:23";"S-1-5-21-3527781619-484864289-2732339217-501";"2262";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frint40";"Standalone";"Administrators";"Administrator";"False";"11/14/2019 23:07:44";"S-1-5-21-3763240445-2936505772-3972746168-500";"2182";"SE/C///Built-in account for administering the computer/domain"
"frint40";"Standalone";"Administrators";"IBMAdmin";"False";"09/16/2023 15:25:41";"S-1-5-21-3763240445-2936505772-3972746168-1000";"781";"846/F/*SESK08/Kyndryl/IBM owned local user with Administrator rights"
"frint40";"Standalone";"Guests";"Guest";"True";"01/17/2020 13:00:57";"S-1-5-21-3763240445-2936505772-3972746168-501";"2119";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frint42";"Standalone";"Administrators";"Administrator";"False";"11/14/2019 23:07:44";"S-1-5-21-3763240445-2936505772-3972746168-500";"2182";"SE/C///Built-in account for administering the computer/domain"
"frint42";"Standalone";"Administrators";"Cimco";"False";"07/23/2020 09:42:55";"S-1-5-21-3763240445-2936505772-3972746168-1001";"1931";""
"frint42";"Standalone";"Administrators";"IBMAdmin";"False";"09/16/2023 16:26:58";"S-1-5-21-3763240445-2936505772-3972746168-1000";"781";"846/F/*SESK08/Kyndryl/IBM owned local user with Administrator rights"
"frint42";"Standalone";"Guests";"Guest";"True";"06/18/2020 12:31:31";"S-1-5-21-3763240445-2936505772-3972746168-501";"1966";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frint43";"Standalone";"Administrators";"Administrator";"False";"11/14/2019 23:07:44";"S-1-5-21-3763240445-2936505772-3972746168-500";"2182";"SE/C///Built-in account for administering the computer/domain"
"frint43";"Standalone";"Administrators";"IBMAdmin";"False";"09/29/2023 19:20:26";"S-1-5-21-3763240445-2936505772-3972746168-1000";"768";"846/F/*SESK08/Kyndryl/IBM owned local user with Administrator rights"
"frint43";"Standalone";"Guests";"Guest";"True";"09/02/2021 16:36:13";"S-1-5-21-3763240445-2936505772-3972746168-501";"1525";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frint44";"Standalone";"Administrators";"Administrator";"False";"04/13/2022 08:19:04";"S-1-5-21-1771862444-2227115630-1668976721-500";"1302";"SE/C///Built-in account for administering the computer/domain"
"frint44";"Standalone";"Administrators";"FRCATSM1";"False";"04/25/2022 10:41:49";"S-1-5-21-1771862444-2227115630-1668976721-1001";"1290";"SE/S/*SESK22//Built-in account for TSM access to the computer/domain"
"frint44";"Standalone";"Administrators";"IBMAdmin";"False";"04/29/2022 17:23:28";"S-1-5-21-1771862444-2227115630-1668976721-1000";"1286";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"frint44";"Standalone";"Administrators";"sysFRINT44repo";"False";"01/16/2025 10:16:43";"S-1-5-21-1771862444-2227115630-1668976721-1004";"293";"SE/S/*SESK22//Built-in account for TSM access to the computer/domain"
"frint44";"Standalone";"Administrators";"testuser";"False";"05/11/2025 08:37:28";"S-1-5-21-1771862444-2227115630-1668976721-1005";"178";""
"frint44";"Standalone";"Guests";"Guest";"True";"04/13/2022 08:48:54";"S-1-5-21-1771862444-2227115630-1668976721-501";"1302";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frint49";"Standalone";"Administrators";"Administrator";"False";"03/11/2022 10:46:28";"S-1-5-21-2671590424-885871333-2592143993-500";"1335";"SE/C///Built-in account for administering the computer/domain"
"frint49";"Standalone";"Administrators";"IBMAdmin";"False";"09/16/2023 14:16:47";"S-1-5-21-2671590424-885871333-2592143993-1000";"781";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"frint49";"Standalone";"Guests";"Guest";"True";"10/26/2021 18:28:23";"S-1-5-21-2671590424-885871333-2592143993-501";"1471";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frint50";"Standalone";"Administrators";"Administrator";"False";"07/21/2022 10:03:22";"S-1-5-21-3332552474-846073477-725346640-500";"1203";"SE/C///Built-in account for administering the computer/domain"
"frint50";"Standalone";"Administrators";"IBMAdmin";"False";"";"S-1-5-21-3332552474-846073477-725346640-1000";"";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"frint50";"Standalone";"Guests";"Guest";"True";"01/25/2022 10:32:32";"S-1-5-21-3332552474-846073477-725346640-501";"1380";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frint51";"Standalone";"Administrators";"Administrator";"False";"07/21/2022 10:03:22";"S-1-5-21-3332552474-846073477-725346640-500";"1203";"SE/C///Built-in account for administering the computer/domain"
"frint51";"Standalone";"Administrators";"IBMAdmin";"False";"09/29/2023 19:17:38";"S-1-5-21-3332552474-846073477-725346640-1000";"768";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"frint51";"Standalone";"Guests";"Guest";"True";"01/25/2022 10:32:32";"S-1-5-21-3332552474-846073477-725346640-501";"1380";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frint53";"Standalone";"Administrators";"Administrator";"False";"08/10/2023 11:06:49";"S-1-5-21-3332552474-846073477-725346640-500";"818";"SE/C///Built-in account for administering the computer/domain"
"frint53";"Standalone";"Administrators";"IBMAdmin";"False";"";"S-1-5-21-3332552474-846073477-725346640-1000";"";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"frint53";"Standalone";"Guests";"Guest";"True";"01/25/2022 10:32:32";"S-1-5-21-3332552474-846073477-725346640-501";"1380";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frint54";"Standalone";"Administrators";"Administrator";"False";"04/22/2024 15:22:01";"S-1-5-21-3332552474-846073477-725346640-500";"562";"SE/C///Built-in account for administering the computer/domain"
"frint54";"Standalone";"Administrators";"IBMAdmin";"False";"04/22/2024 15:21:45";"S-1-5-21-3332552474-846073477-725346640-1000";"562";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"frint54";"Standalone";"Guests";"Guest";"True";"01/25/2022 10:32:32";"S-1-5-21-3332552474-846073477-725346640-501";"1380";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frint55";"Standalone";"Administrators";"Administrator";"False";"11/15/2023 12:32:03";"S-1-5-21-3332552474-846073477-725346640-500";"721";"SE/C///Built-in account for administering the computer/domain"
"frint55";"Standalone";"Administrators";"IBMAdmin";"False";"11/15/2023 12:32:16";"S-1-5-21-3332552474-846073477-725346640-1000";"721";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"frint55";"Standalone";"Guests";"Guest";"True";"01/25/2022 10:32:32";"S-1-5-21-3332552474-846073477-725346640-501";"1380";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frint58";"Standalone";"Administrators";"Administrator";"False";"08/20/2024 18:52:31";"S-1-5-21-3332552474-846073477-725346640-500";"442";"SE/C///Built-in account for administering the computer/domain"
"frint58";"Standalone";"Administrators";"IBMAdmin";"False";"09/24/2024 13:26:12";"S-1-5-21-3332552474-846073477-725346640-1000";"407";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"frint58";"Standalone";"Guests";"Guest";"True";"01/25/2022 10:32:32";"S-1-5-21-3332552474-846073477-725346640-501";"1380";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frint59";"Standalone";"Administrators";"Administrator";"False";"08/20/2024 18:52:31";"S-1-5-21-3332552474-846073477-725346640-500";"442";"SE/C///Built-in account for administering the computer/domain"
"frint59";"Standalone";"Administrators";"IBMAdmin";"False";"09/24/2024 13:26:12";"S-1-5-21-3332552474-846073477-725346640-1000";"407";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"frint59";"Standalone";"Guests";"Guest";"True";"01/25/2022 10:32:32";"S-1-5-21-3332552474-846073477-725346640-501";"1380";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"frtnt5";"Standalone";"Administrators";"Administrator";"False";"04/06/2017 12:54:05";"S-1-5-21-1006984876-704260701-2204128499-500";"3135";"SE/C///Built-in account for administering the computer/domain"
"frtnt5";"Standalone";"Administrators";"AS400";"False";"06/10/2017 07:57:30";"S-1-5-21-1006984876-704260701-2204128499-1005";"3070";"SE/C///"
"frtnt5";"Standalone";"Administrators";"Cedric";"False";"06/10/2017 08:01:53";"S-1-5-21-1006984876-704260701-2204128499-1008";"3070";"SE/C///"
"frtnt5";"Standalone";"Administrators";"ds0306fr";"False";"06/10/2017 08:06:29";"S-1-5-21-1006984876-704260701-2204128499-1009";"3070";"SE/C///Built-in account for administering the computer/domain"
"frtnt5";"Standalone";"Administrators";"Eric Saulodes";"False";"06/10/2017 08:07:57";"S-1-5-21-1006984876-704260701-2204128499-1010";"3070";"SE/C///IT Network Manager"
"frtnt5";"Standalone";"Administrators";"IBMAdmin";"False";"09/29/2023 19:07:41";"S-1-5-21-1006984876-704260701-2204128499-1001";"768";"SE/F/*SESK08//IBM Owned local user with Administrator rights"
"frtnt5";"Standalone";"Administrators";"LOCAL2081ADM";"False";"06/10/2017 09:40:50";"S-1-5-21-1006984876-704260701-2204128499-1013";"3070";"SE/C///LOCAL2081ADM"
"frtnt5";"Standalone";"Administrators";"UFRTRANS";"False";"09/11/2019 13:58:47";"S-1-5-21-1006984876-704260701-2204128499-1003";"2247";"SE/C///AS400/S21 User"
"frtnt5";"Standalone";"Guests";"Guest";"True";"03/06/2017 15:39:54";"S-1-5-21-1006984876-704260701-2204128499-501";"3166";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"gbdnt74";"Standalone";"Administrators";"Administrator";"False";"05/24/2016 02:39:39";"S-1-5-21-4210521549-475677308-2072229560-500";"3452";"SE/C///Built-in account for administering the computer/domain"
